kayttajaId,kayttajanIstuntoId,tiiminTaso,alustaTyyppi,laskuri_peliklikkaukset,laskuri_osumat,laskuri_ostot,avg_hinta
2040,12468,4,laptop,166,16,0,0
1880,12469,4,desktop,177,14,0,0
1043,12470,4,mobile,214,22,0,0
1926,12471,4,laptop,130,9,0,0
515,12472,4,mobile,8,1,0,0
1591,12473,4,mobile,124,19,0,0
2283,12474,4,laptop,22,1,1,5.00
827,12475,4,mobile,110,12,0,0
2262,12476,4,laptop,139,15,0,0
935,12477,4,mobile,155,22,1,20.00
1099,12478,4,mobile,136,19,0,0
1890,12479,4,laptop,122,9,0,0
1389,12480,4,desktop,124,14,0,0
1485,12481,4,mobile,115,17,1,20.00
1318,12482,4,mobile,101,13,0,0
757,12483,4,laptop,85,13,0,0
810,12484,4,laptop,108,9,1,3.00
1278,12485,4,desktop,109,14,0,0
2030,12486,4,desktop,97,13,1,1.00
1393,12487,4,other_device,112,11,0,0
448,12488,4,laptop,101,10,0,0
1049,12489,4,desktop,112,13,0,0
1863,12490,4,laptop,54,4,2,3.00
881,12491,4,mobile,50,12,2,15.00
1173,12492,4,mobile,41,8,0,0
2004,12493,4,mobile,45,5,0,0
1059,12494,4,laptop,35,5,2,2.50
1326,12495,4,mobile,48,3,0,0
2231,12496,4,mobile,55,5,0,0
181,12497,4,laptop,35,7,0,0
2139,12498,4,laptop,53,4,1,5.00
1740,12499,4,desktop,43,2,1,5.00
670,12500,4,mobile,50,6,1,20.00
539,12501,4,desktop,47,6,0,0
1433,12502,4,laptop,39,6,0,0
1538,12503,4,mobile,50,11,1,10.00
1104,12504,4,mobile,50,8,0,0
123,12505,4,laptop,51,5,0,0
769,12506,4,laptop,56,4,0,0
1687,12507,4,laptop,55,8,0,0
598,12508,4,mobile,49,7,0,0
770,12509,4,mobile,117,11,1,10.00
782,12510,4,mobile,86,9,0,0
1042,12511,4,laptop,83,6,1,5.00
2379,12512,4,laptop,101,10,0,0
1026,12513,4,mobile,97,12,0,0
178,12514,4,mobile,94,14,0,0
1234,12515,4,laptop,83,9,2,3.00
165,12516,4,mobile,96,9,2,12.50
1436,12517,4,laptop,110,14,1,3.00
1229,12518,4,laptop,93,7,0,0
243,12519,4,other_device,88,8,0,0
1163,12520,4,laptop,109,12,0,0
1320,12521,4,mobile,137,19,1,20.00
2221,12522,4,mobile,156,17,1,20.00
306,12523,4,desktop,146,22,0,0
2285,12524,4,mobile,128,6,2,15.00
2389,12525,4,laptop,149,16,0,0
2297,12526,4,laptop,140,15,0,0
446,12527,4,other_device,173,14,0,0
2355,12528,4,mobile,126,13,0,0
867,12529,4,mobile,107,8,2,15.00
1381,12530,4,laptop,123,14,0,0
801,12531,4,mobile,123,23,2,15.00
2133,12532,4,laptop,130,20,0,0
2029,12533,4,mobile,137,22,0,0
931,12534,4,desktop,140,10,0,0
2251,12535,4,mobile,124,11,0,0
744,12536,4,desktop,116,9,0,0
600,12537,4,mobile,126,15,0,0
511,12538,4,mobile,140,16,1,20.00
1471,12539,4,mobile,116,15,2,15.00
1085,12540,4,desktop,135,15,2,1.50
1645,12541,4,peliluola,136,14,0,0
841,12542,4,mobile,147,9,0,0
1510,12543,4,mobile,109,14,0,0
1227,12544,4,laptop,120,14,0,0
585,12545,4,mobile,108,16,0,0
83,12546,4,laptop,103,13,2,4.00
462,12547,4,laptop,118,11,1,3.00
1669,12548,4,mobile,108,13,0,0
212,12549,4,laptop,120,17,2,2.00
1844,12550,4,laptop,117,13,0,0
920,12551,4,laptop,112,15,0,0
590,12552,4,mobile,130,12,0,0
708,12553,4,mobile,49,5,0,0
1588,12554,4,laptop,50,3,1,3.00
1631,12555,4,desktop,62,8,0,0
28,12556,4,mobile,55,3,0,0
1567,12557,4,laptop,49,7,2,3.00
1997,12558,4,laptop,58,4,1,2.00
1029,12559,4,mobile,57,5,0,0
504,12560,4,mobile,60,10,2,7.50
101,12561,4,peliluola,50,3,0,0
1367,12562,4,desktop,58,7,1,1.00
1157,12563,4,laptop,57,9,2,3.00
68,12564,4,laptop,47,7,1,1.00
1544,12565,4,mobile,64,8,0,0
1720,12566,4,mobile,63,5,0,0
564,12567,4,other_device,52,2,1,1.00
846,12568,4,mobile,54,14,0,0
2009,12569,4,mobile,41,6,0,0
2084,12570,4,mobile,52,8,0,0
1017,12571,4,mobile,71,7,0,0
1559,12572,4,laptop,102,12,0,0
1315,12573,4,desktop,82,10,2,1.50
2028,12574,4,mobile,104,15,0,0
12,12575,4,mobile,98,8,1,20.00
736,12576,4,laptop,94,13,1,1.00
669,12577,4,laptop,94,7,0,0
473,12578,4,mobile,96,7,2,15.00
1360,12579,4,mobile,83,7,2,7.50
441,12580,4,mobile,109,12,0,0
1721,12581,4,desktop,91,8,2,1.00
910,12582,4,desktop,91,10,0,0
426,12583,4,laptop,97,12,1,3.00
1664,12584,4,desktop,155,16,0,0
1162,12585,4,desktop,145,27,1,5.00
639,12586,4,peliluola,153,13,0,0
109,12587,4,mobile,151,15,0,0
1164,12588,4,mobile,138,17,0,0
982,12589,4,mobile,173,21,0,0
1516,12590,4,desktop,137,15,0,0
859,12591,4,laptop,135,12,0,0
1610,12592,4,mobile,141,21,0,0
1665,12593,4,other_device,144,16,0,0
1675,12594,4,mobile,139,11,0,0
2219,12595,4,mobile,136,9,0,0
1682,12596,4,mobile,129,16,0,0
292,12597,4,desktop,162,28,0,0
899,12598,4,desktop,142,22,0,0
1613,12599,4,mobile,140,16,0,0
1697,12600,4,mobile,140,20,1,20.00
1093,12601,4,laptop,148,18,1,3.00
113,12602,4,desktop,146,17,2,1.00
1370,12603,4,mobile,96,10,1,2.00
489,12604,4,mobile,136,15,0,0
422,12605,4,laptop,108,5,0,0
1856,12606,4,other_device,119,15,2,1.00
1264,12607,4,other_device,104,18,1,1.00
2354,12608,4,mobile,113,10,0,0
93,12609,4,mobile,117,13,0,0
1307,12610,4,desktop,107,13,0,0
455,12611,4,laptop,108,12,1,5.00
872,12612,4,mobile,119,12,0,0
1270,12613,4,mobile,116,15,1,20.00
62,12614,4,laptop,107,9,2,3.00
478,12615,4,mobile,127,14,0,0
1688,12616,4,mobile,112,17,0,0
160,12617,4,mobile,89,7,0,0
2132,12618,4,mobile,112,13,2,20.00
367,12619,4,desktop,116,8,0,0
199,12620,4,mobile,121,16,0,0
1081,12621,4,mobile,103,10,0,0
25,12622,4,peliluola,64,9,0,0
1525,12623,4,mobile,80,14,0,0
1790,12624,4,laptop,74,10,0,0
1473,12625,4,mobile,81,13,0,0
1429,12626,4,mobile,74,6,0,0
787,12627,4,laptop,73,5,0,0
223,12628,4,laptop,83,10,0,0
253,12629,4,laptop,101,13,2,2.00
65,12630,4,laptop,66,10,1,1.00
908,12631,4,peliluola,78,5,0,0
1771,12632,4,mobile,72,8,1,10.00
358,12633,4,laptop,80,10,3,2.67
487,12634,4,mobile,110,7,0,0
1191,12635,4,mobile,96,11,0,0
343,12636,4,desktop,105,13,0,0
751,12637,4,laptop,93,7,1,3.00
706,12638,4,mobile,92,13,0,0
1304,12639,4,peliluola,116,17,0,0
710,12640,4,laptop,100,9,0,0
595,12641,4,mobile,119,9,0,0
1457,12642,4,desktop,127,13,2,1.00
2248,12643,4,other_device,103,9,3,1.33
1769,12644,4,mobile,340,43,1,10.00
1821,12645,4,desktop,354,39,0,0
2048,12646,4,mobile,341,29,0,0
344,12647,4,mobile,110,11,0,0
1928,12648,4,laptop,123,18,0,0
2053,12649,4,laptop,107,13,0,0
1214,12650,4,other_device,112,10,2,1.00
2051,12651,4,mobile,101,19,0,0
1628,12652,4,laptop,92,8,0,0
2157,12653,4,laptop,107,9,0,0
1668,12654,4,laptop,97,11,0,0
365,12655,4,laptop,103,10,0,0
1035,12656,4,laptop,115,19,0,0
1404,12657,4,peliluola,112,14,2,6.00
2382,12658,4,laptop,121,11,0,0
1430,12659,4,mobile,101,11,0,0
2218,12660,4,laptop,108,7,3,2.33
244,12661,4,laptop,136,16,2,2.00
1576,12662,4,laptop,117,13,0,0
1412,12663,4,laptop,107,11,0,0
1900,12664,4,desktop,100,14,0,0
309,12665,4,desktop,107,15,0,0
1387,12666,4,laptop,100,11,0,0
1742,12667,4,laptop,86,10,0,0
2359,12668,4,mobile,114,14,1,10.00
1501,12669,4,laptop,102,14,0,0
81,12670,4,laptop,116,8,0,0
864,12671,4,laptop,110,17,2,2.00
84,12672,4,laptop,113,18,2,3.50
2203,12673,4,laptop,109,15,0,0
1368,12674,4,mobile,103,10,0,0
845,12675,4,laptop,123,12,0,0
1057,12676,4,other_device,108,17,0,0
456,12677,4,laptop,101,12,0,0
1243,12678,4,desktop,102,12,0,0
1028,12679,4,other_device,114,8,0,0
2318,12680,4,laptop,119,11,0,0
1732,12681,4,mobile,122,21,1,2.00
2333,12682,4,laptop,379,37,0,0
1972,12683,4,peliluola,374,36,2,6.00
1639,12684,4,mobile,397,48,1,10.00
2177,12685,4,mobile,130,12,0,0
1142,12686,4,mobile,156,22,0,0
1282,12687,4,laptop,150,17,0,0
417,12688,4,laptop,122,19,1,5.00
2078,12689,4,desktop,127,18,0,0
2230,12690,4,laptop,110,13,1,3.00
1966,12691,4,mobile,162,15,0,0
1535,12692,4,mobile,182,23,0,0
239,12693,4,mobile,157,13,2,5.00
1206,12694,4,laptop,207,17,0,0
352,12695,4,mobile,167,20,1,20.00
896,12696,4,desktop,178,17,0,0
741,12697,4,laptop,176,16,2,2.00
819,12698,4,mobile,85,9,0,0
1756,12699,4,laptop,73,9,1,3.00
2120,12700,4,mobile,74,9,0,0
1640,12701,4,mobile,71,10,0,0
209,12702,4,peliluola,95,13,0,0
649,12703,4,other_device,83,5,2,1.00
630,12704,4,mobile,73,11,0,0
437,12705,4,mobile,77,9,0,0
412,12706,4,mobile,84,7,0,0
1256,12707,4,mobile,79,8,0,0
1522,12708,4,laptop,82,11,1,3.00
1609,12709,4,desktop,71,8,0,0
9,12710,4,mobile,91,11,1,10.00
2368,12711,4,mobile,100,11,1,10.00
2263,12712,4,mobile,84,11,0,0
1,12713,4,laptop,88,14,2,2.00
2197,12714,4,mobile,87,6,0,0
184,12715,4,mobile,96,7,0,0
2212,12716,4,laptop,107,11,1,3.00
2032,12717,4,desktop,84,8,2,1.00
97,12718,4,laptop,105,16,1,2.00
1804,12719,4,mobile,105,16,2,5.00
277,12720,4,mobile,80,10,0,0
1744,12721,4,other_device,76,9,0,0
1793,12722,4,laptop,129,9,1,3.00
2306,12723,4,laptop,146,10,1,5.00
2252,12724,4,mobile,140,11,0,0
2092,12725,4,mobile,135,8,1,5.00
1199,12726,4,mobile,126,10,0,0
1684,12727,4,mobile,129,15,0,0
1630,12728,4,mobile,129,12,0,0
947,12729,4,desktop,143,18,0,0
1498,12730,4,other_device,148,17,0,0
34,12753,4,mobile,149,12,2,10.00
1634,12754,1,mobile,620,64,1,2.00
2128,12791,1,laptop,793,64,1,3.00
723,12811,4,mobile,163,21,0,0
2267,12812,3,other_device,195,18,0,0
911,12813,1,laptop,554,64,0,0
399,12840,2,laptop,792,76,1,3.00
1201,12853,4,mobile,95,10,1,20.00
544,12877,4,mobile,252,19,0,0
1989,12878,4,mobile,91,13,2,11.00
784,12901,1,laptop,604,64,0,0
754,12917,4,laptop,394,39,0,0
1615,12918,4,laptop,392,27,1,5.00
2209,12919,4,laptop,389,43,1,3.00
1830,12926,1,mobile,326,25,0,0
1051,12927,1,mobile,207,22,1,5.00
1674,13247,3,laptop,327,35,0,0
2151,13248,3,laptop,323,30,0,0
2289,13264,3,mobile,291,31,0,0
2256,13283,1,laptop,318,42,0,0
1182,13303,4,mobile,89,12,0,0
1690,13304,4,other_device,68,11,0,0
252,13339,4,mobile,106,13,0,0
2142,13340,3,laptop,45,6,1,5.00
956,13353,4,mobile,75,6,1,10.00
464,13410,4,mobile,126,14,0,0
2330,13433,4,laptop,99,12,0,0
1317,13434,3,laptop,583,67,0,0
440,13463,4,other_device,116,12,0,0
832,13482,1,mobile,21,3,0,0
997,13512,4,laptop,68,6,0,0
1222,13540,4,mobile,55,7,0,0
461,13571,1,mobile,226,22,0,0
1111,13576,2,laptop,409,42,1,1.00
832,13577,2,mobile,379,33,0,0
851,13593,4,mobile,86,9,0,0
973,13594,2,mobile,25,3,0,0
709,13671,3,laptop,520,49,0,0
1563,13672,3,mobile,496,51,0,0
2343,13681,1,laptop,712,61,0,0
1383,13682,4,desktop,104,12,0,0
38,13683,1,mobile,17,4,0,0
1249,13687,3,desktop,583,51,0,0
973,13688,3,mobile,566,49,0,0
375,13751,1,mobile,544,64,1,10.00
1809,13758,2,laptop,667,68,0,0
1018,13776,2,desktop,244,22,0,0
1701,13777,2,desktop,257,34,0,0
38,13778,2,mobile,245,25,0,0
703,13791,4,laptop,90,6,0,0
436,13812,4,laptop,982,94,1,20.00
1418,13813,4,other_device,681,83,0,0
2307,13836,4,mobile,278,29,0,0
1759,13837,4,mobile,330,32,0,0
23,13838,4,laptop,262,25,0,0
2142,13839,4,laptop,270,35,2,4.00
143,13857,4,laptop,59,8,1,3.00
2356,13910,2,laptop,829,81,2,3.00
922,13961,2,mobile,380,45,0,0
555,13973,4,laptop,81,5,0,0
1502,13974,2,mobile,403,36,0,0
1146,14023,2,peliluola,231,18,0,0
1445,14024,2,mobile,175,17,0,0
1884,14025,2,laptop,220,28,0,0
311,14041,4,mobile,46,4,0,0
357,14042,4,laptop,117,14,0,0
1546,14043,4,laptop,51,12,1,3.00
498,14044,2,laptop,70,3,0,0
730,14072,1,desktop,651,64,0,0
1734,14087,2,laptop,323,35,0,0
1051,14088,2,mobile,357,37,1,10.00
2187,14094,4,laptop,33,2,0,0
1925,14095,1,laptop,583,64,0,0
326,14128,4,laptop,45,3,0,0
2282,14129,4,laptop,40,4,0,0
403,14130,4,mobile,76,8,1,20.00
1547,14246,2,mobile,307,43,0,0
1830,14247,2,mobile,294,25,0,0
1356,14284,4,laptop,35,1,0,0
1634,14323,2,mobile,508,61,0,0
2128,14374,2,laptop,706,73,0,0
911,14398,2,laptop,716,81,0,0
604,14432,3,other_device,268,39,0,0
1944,14433,3,laptop,213,29,0,0
498,14434,3,laptop,207,24,1,3.00
1777,14492,4,laptop,38,3,0,0
784,14507,2,laptop,370,38,0,0
679,14517,2,desktop,9,2,0,0
547,14531,4,other_device,35,5,0,0
1016,14553,4,desktop,206,20,1,2.00
855,14554,4,mobile,182,31,3,11.67
2267,14555,4,other_device,200,25,0,0
1915,14556,3,mobile,240,30,4,15.00
1500,14557,3,laptop,257,26,0,0
1269,14567,4,mobile,30,5,0,0
1126,14568,4,mobile,24,1,0,0
1000,14591,3,mobile,634,66,0,0
679,14592,3,desktop,236,34,0,0
1527,14627,2,desktop,352,38,0,0
966,14628,1,mobile,335,44,0,0
1489,14680,4,mobile,42,1,0,0
790,14720,4,mobile,45,10,0,0
399,14737,3,laptop,965,99,1,1.00
1889,14748,4,mobile,43,2,1,20.00
2081,14790,4,laptop,174,16,1,3.00
2256,14848,2,laptop,365,46,0,0
461,14849,2,mobile,385,35,0,0
449,14858,4,laptop,14,1,0,0
2182,14895,2,desktop,140,13,1,1.00
1226,14967,4,laptop,19,1,0,0
2278,14968,4,laptop,18,2,1,20.00
1909,14969,4,laptop,124,9,0,0
261,15018,4,laptop,21,3,0,0
1273,15019,4,desktop,64,5,0,0
1477,15020,1,mobile,504,64,1,5.00
388,15021,4,mobile,154,15,1,20.00
66,15056,2,laptop,135,13,0,0
971,15080,1,laptop,328,35,1,3.00
168,15081,1,mobile,261,31,2,15.00
1141,15082,1,laptop,235,26,0,0
2293,15088,4,mobile,438,52,1,10.00
1019,15089,4,desktop,462,55,1,1.00
1317,15117,4,laptop,620,80,0,0
2001,15126,1,laptop,170,21,0,0
1592,15160,2,mobile,58,6,0,0
605,15161,1,laptop,31,3,0,0
800,15209,1,desktop,147,20,0,0
847,15242,4,desktop,16,3,0,0
1103,15243,4,laptop,11,1,0,0
1298,15264,1,mobile,226,24,0,0
1657,15265,3,laptop,45,4,0,0
1803,15266,1,mobile,551,64,0,0
897,15302,4,laptop,289,38,0,0
2343,15311,2,laptop,341,44,0,0
605,15312,2,laptop,306,37,0,0
2344,15320,3,laptop,130,14,0,0
1730,15321,2,laptop,133,13,0,0
2305,15380,4,mobile,28,2,0,0
1190,15381,2,mobile,169,20,0,0
375,15397,2,mobile,624,81,0,0
439,15412,4,mobile,20,0,0,0
2031,15453,1,mobile,560,64,0,0
1945,15454,4,desktop,15,5,0,0
289,15512,4,mobile,19,2,0,0
943,15546,4,mobile,10,0,0,0
2255,15547,4,laptop,250,27,0,0
1410,15608,4,mobile,10,0,0,0
1837,15609,3,mobile,102,15,1,5.00
150,15610,2,mobile,67,9,0,0
1946,15667,3,laptop,131,15,0,0
1111,15672,3,laptop,193,24,2,2.00
832,15673,3,mobile,253,26,0,0
1592,15674,3,mobile,106,16,0,0
940,15685,4,mobile,4,0,0,0
397,15686,2,mobile,63,5,0,0
730,15762,2,desktop,436,43,0,0
1925,15772,2,laptop,687,81,1,1.00
1100,15779,4,mobile,2,0,0,0
73,15780,4,mobile,9,1,0,0
624,15792,5,mobile,111,18,3,15.00
514,15793,5,desktop,96,8,0,0
2103,15794,5,mobile,113,12,0,0
518,15795,5,other_device,113,18,3,1.00
569,15796,5,mobile,101,11,0,0
2353,15797,5,mobile,115,14,0,0
1908,15798,5,laptop,119,13,0,0
1450,15799,5,laptop,108,10,1,3.00
1269,15800,5,mobile,92,6,0,0
261,15801,5,laptop,101,9,0,0
847,15802,5,desktop,110,18,0,0
1175,15803,5,mobile,133,13,0,0
673,15804,5,mobile,160,16,0,0
2314,15805,5,desktop,132,10,0,0
2383,15806,5,laptop,157,24,0,0
1241,15807,5,mobile,153,21,1,20.00
464,15808,5,mobile,125,21,1,20.00
1889,15809,5,mobile,153,15,1,10.00
1277,15810,5,desktop,104,9,2,1.00
411,15811,5,mobile,82,5,0,0
1143,15812,5,laptop,109,11,0,0
1652,15813,5,laptop,87,15,1,1.00
1082,15814,5,mobile,102,15,0,0
21,15815,5,laptop,87,7,0,0
1300,15816,5,laptop,95,9,4,3.50
900,15817,5,other_device,71,6,0,0
2214,15818,5,desktop,86,7,0,0
2279,15819,5,mobile,87,8,0,0
371,15820,5,laptop,91,8,0,0
1027,15821,5,mobile,100,11,2,15.00
174,15822,5,laptop,92,13,0,0
1091,15823,5,peliluola,90,9,0,0
430,15824,5,laptop,94,6,2,2.50
1629,15825,5,mobile,153,13,0,0
1924,15826,5,mobile,149,25,0,0
2222,15827,5,mobile,129,15,3,11.00
1260,15828,5,mobile,150,18,2,12.50
222,15829,5,mobile,141,20,1,10.00
303,15830,5,laptop,129,17,0,0
390,15831,5,other_device,163,16,3,1.67
1155,15832,5,mobile,141,16,3,3.33
1623,15833,5,mobile,109,12,0,0
1362,15834,5,mobile,89,8,2,7.50
1072,15835,5,mobile,82,8,0,0
1513,15836,5,peliluola,66,11,0,0
1555,15837,5,mobile,88,9,0,0
2208,15838,5,laptop,105,15,0,0
860,15839,5,mobile,74,9,0,0
271,15840,5,laptop,99,15,2,3.00
39,15841,5,laptop,87,10,0,0
1182,15842,5,mobile,103,12,0,0
1222,15843,5,mobile,95,11,0,0
311,15844,5,mobile,95,11,0,0
449,15845,5,laptop,79,13,0,0
1658,15846,5,mobile,46,15,0,0
849,15847,5,mobile,60,9,0,0
121,15848,5,laptop,50,5,2,2.00
1034,15849,5,mobile,45,6,0,0
970,15850,5,mobile,61,6,4,11.75
1874,15851,5,peliluola,63,6,2,11.00
374,15852,5,laptop,57,8,4,2.00
217,15853,5,peliluola,56,10,0,0
1205,15854,5,laptop,46,8,3,3.00
1958,15855,5,laptop,54,8,1,5.00
283,15856,5,desktop,56,7,0,0
538,15857,5,laptop,40,3,0,0
1275,15858,5,mobile,54,9,0,0
1076,15859,5,mobile,55,8,0,0
934,15860,5,desktop,53,10,2,1.00
1064,15861,5,desktop,49,5,0,0
1979,15862,5,mobile,51,8,0,0
1685,15863,5,mobile,44,5,0,0
2187,15864,5,laptop,42,7,0,0
453,15865,5,laptop,123,16,0,0
1145,15866,5,desktop,119,14,2,1.00
355,15867,5,mobile,126,7,2,11.00
1560,15868,5,laptop,99,9,0,0
1215,15869,5,laptop,105,8,0,0
2099,15870,5,desktop,106,10,0,0
1801,15871,5,laptop,114,19,0,0
440,15872,5,other_device,104,13,0,0
1806,15873,5,mobile,125,18,0,0
1589,15874,5,mobile,48,5,0,0
342,15875,5,laptop,42,6,0,0
852,15876,5,laptop,53,5,0,0
30,15877,5,mobile,37,6,0,0
155,15878,5,laptop,53,3,0,0
1349,15879,5,mobile,41,4,0,0
76,15880,5,desktop,59,8,1,1.00
2149,15881,5,laptop,53,4,0,0
415,15882,5,mobile,46,6,0,0
204,15883,5,desktop,61,9,0,0
60,15884,5,mobile,50,9,0,0
844,15885,5,mobile,45,5,0,0
208,15886,5,mobile,44,6,2,12.50
157,15887,5,mobile,43,3,2,11.50
534,15888,5,laptop,44,1,0,0
90,15889,5,laptop,47,7,0,0
737,15890,5,desktop,35,5,0,0
2348,15891,5,laptop,40,1,0,0
1717,15892,5,mobile,45,4,1,20.00
1453,15893,5,mobile,51,9,0,0
1782,15894,5,laptop,49,5,1,10.00
1022,15895,5,desktop,49,7,2,1.00
233,15896,5,laptop,41,5,4,3.00
379,15897,5,peliluola,51,5,0,0
75,15898,5,mobile,42,5,0,0
2,15899,5,mobile,35,6,0,0
1807,15900,5,mobile,168,23,1,20.00
1038,15901,5,laptop,180,17,0,0
791,15902,5,mobile,168,15,0,0
643,15903,5,laptop,177,21,3,3.00
2216,15904,5,mobile,166,17,1,10.00
357,15905,5,laptop,158,15,0,0
2305,15906,5,mobile,170,15,0,0
820,15907,5,laptop,94,13,2,3.00
221,15908,5,mobile,78,9,0,0
1065,15909,5,mobile,87,5,0,0
611,15910,5,mobile,87,10,1,10.00
1834,15911,5,laptop,84,10,0,0
1892,15912,5,other_device,80,10,2,1.00
471,15913,5,mobile,70,9,0,0
175,15914,5,desktop,71,12,0,0
1329,15915,5,laptop,74,5,1,3.00
856,15916,5,mobile,78,6,1,10.00
382,15917,5,mobile,88,7,1,20.00
2384,15918,5,desktop,80,16,3,3.67
1071,15919,5,mobile,1,0,0,0
242,15920,5,mobile,70,11,0,0
1935,15921,5,desktop,71,7,0,0
1465,15922,5,laptop,258,36,3,1.67
2194,15923,5,mobile,246,23,0,0
662,15924,5,mobile,255,17,0,0
1139,15925,5,laptop,267,26,0,0
544,15926,5,mobile,255,22,0,0
2336,15927,5,desktop,33,4,0,0
1815,15928,5,mobile,347,53,1,5.00
1183,15929,5,other_device,348,46,0,0
1273,15930,5,desktop,310,34,1,10.00
2229,15931,5,mobile,60,7,3,20.00
2199,15932,5,laptop,74,12,1,1.00
2243,15933,5,laptop,61,10,0,0
807,15934,5,other_device,74,9,1,1.00
279,15935,5,desktop,63,6,0,0
868,15936,5,mobile,82,14,1,10.00
699,15937,5,peliluola,63,9,0,0
1224,15938,5,mobile,66,5,0,0
2146,15939,5,other_device,53,5,0,0
576,15940,5,laptop,53,5,0,0
400,15941,5,mobile,63,6,0,0
2127,15942,5,other_device,57,9,1,1.00
740,15943,5,mobile,63,10,3,16.67
1882,15944,5,laptop,73,8,0,0
1126,15945,5,mobile,78,9,0,0
1226,15946,5,laptop,74,8,0,0
812,15947,5,laptop,113,13,0,0
445,15948,5,laptop,107,12,1,5.00
321,15949,5,desktop,96,8,0,0
127,15950,5,mobile,104,10,1,10.00
2161,15951,5,laptop,114,9,0,0
1351,15952,5,mobile,121,15,0,0
1731,15953,5,mobile,120,8,0,0
2178,15954,5,mobile,119,11,0,0
962,15955,5,mobile,122,18,0,0
108,15956,5,mobile,117,13,0,0
1001,15957,5,laptop,109,12,1,3.00
1073,15958,5,laptop,151,17,0,0
591,15959,5,desktop,187,22,0,0
210,15960,5,laptop,156,16,2,3.00
2040,15961,5,laptop,179,23,0,0
1880,15962,5,desktop,163,12,2,1.00
1043,15963,5,mobile,178,10,0,0
723,15964,5,mobile,183,24,0,0
289,15965,5,mobile,163,18,0,0
1926,15966,5,laptop,173,16,1,2.00
1591,15967,5,mobile,150,16,0,0
827,15968,5,mobile,173,17,1,3.00
2262,15969,5,laptop,153,25,0,0
935,15970,5,mobile,173,25,1,20.00
1099,15971,5,mobile,155,8,0,0
1890,15972,5,laptop,148,12,0,0
1389,15973,5,desktop,149,19,0,0
1485,15974,5,mobile,98,12,0,0
1318,15975,5,mobile,110,12,2,12.50
757,15976,5,laptop,116,8,0,0
810,15977,5,laptop,105,9,1,3.00
1278,15978,5,desktop,117,15,0,0
2030,15979,5,desktop,121,14,3,2.00
1393,15980,5,other_device,121,17,1,1.00
448,15981,5,laptop,130,12,2,2.50
1049,15982,5,desktop,124,11,1,3.00
143,15983,5,laptop,97,12,3,3.00
1863,15984,5,laptop,57,8,2,2.00
881,15985,5,mobile,69,3,2,15.00
1173,15986,5,mobile,68,4,0,0
2004,15987,5,mobile,68,7,0,0
1059,15988,5,laptop,57,6,2,11.50
1326,15989,5,mobile,63,11,0,0
2231,15990,5,mobile,44,3,0,0
181,15991,5,laptop,60,4,0,0
2139,15992,5,laptop,40,7,2,2.50
1740,15993,5,desktop,60,13,1,1.00
670,15994,5,mobile,51,7,3,16.67
539,15995,5,desktop,66,11,0,0
1433,15996,5,laptop,59,9,0,0
1538,15997,5,mobile,46,6,1,5.00
1104,15998,5,mobile,51,10,0,0
123,15999,5,laptop,41,3,0,0
769,16000,5,laptop,56,6,1,3.00
1687,16001,5,laptop,50,6,4,3.50
598,16002,5,mobile,62,9,0,0
547,16003,5,other_device,51,8,0,0
770,16004,5,mobile,98,12,0,0
782,16005,5,mobile,108,14,0,0
1042,16006,5,laptop,99,15,1,5.00
2379,16007,5,laptop,91,6,1,3.00
1026,16008,5,mobile,99,11,1,20.00
178,16009,5,mobile,100,15,0,0
1234,16010,5,laptop,95,15,1,20.00
165,16011,5,mobile,109,13,1,10.00
1436,16012,5,laptop,92,11,1,3.00
1229,16013,5,laptop,89,13,0,0
243,16014,5,other_device,124,8,0,0
1163,16015,5,laptop,91,11,3,3.67
1320,16016,5,mobile,114,12,0,0
2221,16017,5,mobile,114,14,2,7.50
306,16018,5,desktop,107,13,1,1.00
2285,16019,5,mobile,110,14,0,0
2389,16020,5,laptop,118,19,0,0
2297,16021,5,laptop,111,14,0,0
446,16022,5,other_device,116,15,0,0
1383,16023,5,desktop,112,10,0,0
2355,16024,5,mobile,115,11,2,15.00
867,16025,5,mobile,109,21,2,20.00
1381,16026,5,laptop,142,15,0,0
801,16027,5,mobile,125,19,4,17.50
2133,16028,5,laptop,103,14,1,3.00
2029,16029,5,mobile,110,17,1,20.00
931,16030,5,desktop,91,11,1,1.00
2251,16031,5,mobile,131,10,0,0
439,16032,5,mobile,106,12,0,0
744,16033,5,desktop,132,19,0,0
600,16034,5,mobile,125,8,0,0
511,16035,5,mobile,120,15,1,20.00
1471,16036,5,mobile,116,18,4,6.50
1085,16037,5,desktop,104,16,0,0
1645,16038,5,peliluola,104,16,1,2.00
841,16039,5,mobile,130,11,0,0
1510,16040,5,mobile,134,16,0,0
1227,16041,5,laptop,114,10,0,0
585,16042,5,mobile,134,9,0,0
83,16043,5,laptop,146,17,3,2.67
462,16044,5,laptop,147,20,0,0
1669,16045,5,mobile,151,16,0,0
212,16046,5,laptop,148,14,0,0
1844,16047,5,laptop,150,16,0,0
920,16048,5,laptop,151,18,0,0
590,16049,5,mobile,142,13,3,9.00
1690,16050,5,other_device,155,14,2,1.50
708,16051,5,mobile,67,7,0,0
1588,16052,5,laptop,70,5,1,3.00
1631,16053,5,desktop,70,6,0,0
28,16054,5,mobile,62,5,0,0
1567,16055,5,laptop,61,9,2,2.00
